@RELATION donnees
@ATTRIBUTE text STRING
@ATTRIBUTE eval {-1,1}
@data
"be be bad almost hit very funny absolutely dire appalling purely let true bad be good feel sound quite bad add try hard do not least destroy be season finally not least acting appalling professional very much feel feel sorry sorry",-1
"when think many come uninterest unfathomable use hate mid late basically new make look still pander demographic successful add new make old be aim be hardcore hip boring happen have not attach good still surprise bad surprised turn do not know see never see",-1
"short help succinctly imprison captive single be slow be not good be not bad be good be just bad mention dare not break tempt vile step up say do not",-1
"stylize least asinine be many 21st gore gratuitous simply revolting do not care do bother complain spend wisely leave go adjoining watch adventurous entertaining live free die hard probably get much high simply endure utter",-1
"absolutely fantastic legion choke allow elaborate much as enjoy quite simply bad see certainly bad have see impressive claim as remember see daredevil big lead unconvincing good downright awful bad be not help much emotional single convince slightly thin non undoubtedly brutal irrelevant laughably formulaic revolve abduct imprison subject various visceral psychological physical feel disconnected lay squarely shocking scare really very very few draw redeem very make dreadful never hear more vocal entire remain come flush buoy ascend pinnacle appalling way look truly cinematic future directorial detail minutely not make omit manage film free afford still tempt ask really bad",-1
"revolve consist primarily happen twin obviously great be voice contrary too large get suck obviously want concentrate obviously have critical say public sweet many dramatic argue Jewish mean forgive debate isolate outnumber hold own sappy hold dormant emotional let loose enough clearly more strong willed forgive begin delve forgive least go follow past public forgive new surround inedible fat obviously very sick heal make promised meet discuss lead good heavily intersperse act forgiving include Jewish not eyed not screen hard press miss obvious firstly immediately notice defensive unwilling full fear kidnap much entire annoy get just right tell make asleep finally debate Jewish grilled continue suffer cut chase hope have not choose watch badly fail delve deep apart purely trivial just sufficient make sure refresh incite show subject unable engage fair limit parrot good complete listen participate lastly retarded not notice make forgiving quote do not weak quite just want relieve want suffer let perfect make blind political go more human certainly buy keep make",-1
"love especially say do not live up surrounding not wrong explore remake just craze as lately throw crazy compare like wrong obvious fall up way short comparable plot just not original weak superb act special do not follow never take do not knock good mediocre involve never show not say do not lead certainly look seriously think needs consider more ready portray never get not believe grainy yes little make magic design make do not just do not work too many go distract not add say do good add good think different good possibly try attempt probably pull as far never quite gell good take audio feed directly wrong too soft all say",-1
"incomprehensible horribly low do not say dire turgid confuse just plain strange know set apocalyptic meet ensue incomprehensible not make seriously get pick up national totally defeat really awful not bad be good just awful awful awful awful honestly still do not believe loving come think not hope understand avoid well destroy",-1
"big watch not rent start fast think dry much look awful fade fast film leave much work not good say really enjoy national learn write learn learn produce learn direct feel sue waste rental lose",-1
"remotely accurate play simply not walk burst bill have fire belong very definite conduct seriously similarly untrue simply remove gold key pass earn allow wear whole vet join do nothing dispel unfortunate grub short do welcome",-1
"uneventful odd supposed total main be not exactly sure guard actually more do not work require protective dark least that good apparently not exactly top bring hang be discover major repeat over say be able decipher tell be go late leave later find suffer major go really do not help much give lackluster howl boring enough stupid want suffer lee be destroy",-1
"most boring see horrible good hardly good do not fool truly bad stop watch close bad hard stand",-1
"look good warn bad big mega fool good do not mean good look promising many too dark go show briefly expect good band good hear trick make tell go well never lucky make use big good go good sue say awake whole",-1
"say do not wait wait wait happen just do not come watch amazingly walk most single do solve gather possibly be just hard tell decode illegibly sort pet give finally reveal toss aside as quickly possible want happy want do not like share finish film see decide let edit turn be not funny be bad be just bad",-1
"see fairly solid great good wrong know talk meet unknown name make blah incriminate kill homeless agree absolutely appall hard boil new act bad bad look aforementioned good direct have see just bad silly dance get creative surround drive vintage shoot good",-1
"lee favorite be try know single save unfortunately not suffer low budget value disturbing avoid",-1
"singularly underwhelming cinematic full get say massive happen hear late huge just happen think be try be receive be send eventually figure come look normal include play bored really believe come go secretly catch snoop disguise hold alien play lee need alien special all depart tacky look lee left tell destroy alien lee have go look natural occur decide follow doom do not stay disappear explode be have never see dull be most underwhelming have experience bad do not care decide need do not try stop make good work overwhelming nonexistent dull go much almost feel punch get return be not expect much do not expect bad ask bad mention well be sorry actually goofy terrible terribly entertaining much much much worst dull inert whatsoever",-1
"be get have get huge make appear have get radioactive not glow emit pulse thrum have get evil disguise tidal explode explode as climax entire do manage incredibly mind numbingly dull establish most involve long zoom occasionally endless drive get drive again walk look get drive just sit watch endless mutter say just say do come terrible maybe measure different typically meaningless culminate justified emit contaminate away suffer destroy be Neanderthal write sort Japanese aim collect most awful English retire release encounter always strike smart useful sure deliver go get do not blame",-1
"great go lee solid all do not use do play change just want leave turn main kill most not release get crucial peaceful decide destroy too many main most spend watch sit do almost wish get taken just bore really low miss narrow waste",-1
"see always remember get rip horrible good commercial commercial great late special entire be not sort plot relate never actually show far as remember clearly make cheap design guess end bad make bad bad",-1
"left do suck much great write bad left completely unconnected do not make all do perfectly good all need good smart tell never understand start good be release never release big as hold whole just utterly laughable just think turn awful just no",-1
"terrible rent not know expect watch 1st know act bad growl play just plain bad do not waste",-1
"just see scary rate be not really make scary worth say do not think call low do not do not make much basically goofy look come kill guess never do bloody spin tell kill be good enough try feebly kill be not much large very bad flee do make military look pathetic hard do not much roar occasionally second pop slightly interesting total alien play attract hard understand lot dialog poor sound do carry main long do not insist try make senseless",-1
"now flick just watch appreciate be not stop criticise awful act seriously rate poor see look more poor okay few never assume heart attack rocket not touch still alive away flame use range no more try run drop do not try come look good kid all look shocked natural just run away general try not listen awful do mention awful non",-1
"look slim lookalike bleach blond old produce send young not original not very good lousy acting inane ridiculous concern include portray wooden miscast say avoid",-1
"1st watch top rehash suppose 13th not think much redeeming think revolve stupid listen as supposedly behold stupid actual murder again stupid again be tip very go whatsoever all cop do not not believe finance think American judge little high least go not",-1
"ai not really worth comment simply bad see bad bad whole silly nearly say",-1
"bad have waste sorry do say plot scary not think well special cover not think know right scary whole vaguely interesting see misty see top watch not make",-1
"outrageous outrageous mean awful more watch dry local august suffer get progressively bad advanced use euphoric apparent final approach misty decide prudent not intelligent truthfully catch close decide play intoxicate watch probably good tell",-1
"officially tie be pat worst oddly resemble cast gather listen American have host be most exciting wait mean bad spout all turn reveal big bearded unbeknownst crazed listen crazy torture wait sorry again make come include go old no really word rotten crazy kill lack there make end again voodoo absolutely love rent American love little local rent American hide",-1
"bad see acting terrible horrible cheesy predictable never watch again recommend soon as begin realize got all do many bunch call psycho absolutely ridiculous not scare suppose make pretty hilarious great scary mean not realize cheap scary least good maybe pull good",-1
"when read sound really interesting get pop turn go suck admit few smile little come least decent act bad be not go painfully slow actually interesting gut few be do much cry look have hysterical do not come close acting come say good really good watch most pointless have watch not watch buy",-1
"when come more willing suspend ignore overlook good simply no good not enjoy camp bad bad act bad kill predictable poorly stage annoy wretched bad feel really bad obviously try deal terrible contrived obvious get be embarrass bore make contrived require tremendous be quite easily bad have see do not normally write bad feel compel warn complete do not miss make make bold daring see spend new be listen truly think have create be sad really give think reserve true be not bad have see say",-1
"post think sure post funny most sound be come well small coordinate open truly just be independent not mean get free pass be go make musical local probably make sure sing decent sound well write witty charming not save be unfortunate go actually feel deeply embarrassed involved",-1
"totally rip refund spend blockbuster homemade not musical complete do not do distribute do heavy have see good come say just very bad shoot say not just want good do not rent",-1
"single bad have see see blow accept interesting just fall apart try all be go musical musical consist cheesy sound play stereo film terribly write be not obvious groan induce show far stretch try make think have sing make musical not luckily half talk most do sing especially attempt sing just address act pretty good terrible well most obviously do not enough just bad consistently jump use terrible cutting least willing admit wanted add make musical make sure write make again",-1
"normally much good disappointed spent register just think bankable well just terrible impossible suspend try really want enjoy just not let dreadful not blame dreadful badly time edit definitely see really motivate mean surely actually read do not poor motivate act more see really develop cool great get lot more really struggle come poor go expect believe short apart great badly execute very disappointing",-1
"play newly promote flamboyant overbearing aghast blackmail entertain maybe review die predictably fall numerous universally dimensional serve hateful superficial shallow bitchy opportunistic underlie unable make male bad bad bad uniformly dull uninspired save set new york not recommend",-1
"be not expect great neither expect awful hate much turn hope just embarrass almost drive kid raise up fast near prove annoy expect follow set all do not buy try really do sorry",-1
"hate sound old frankly have not see too many generally just bad quite enjoy sweet add make incapable survive clearly hint do not buy be know more capable survive do graduate high get legally emancipate not believable get do not deserve great drop too female up plate ready deliver shoot as just do oriented take wide open create apparently do not understand honor grudgingly allow stay temporary treat give raise like apparently like not understand not common treat just more societal keep try as public stupid desire entertain creative sad stupid end young male real not dimensional stay not much old quite attractive shallow uninterest ordinary bland young work far more attractive physically believable present preferred uptight selfish center treat unbelievable kindhearted sweet tempered humorous not begin comprehend react drink supposedly create rift smarmy regardless be not develop valuable actually where be mustard",-1
"abduct menace take secluded reluctantly tell visit locate all just pretty much pretty much long visit subsequent cannibalistic extremely horribly act involved start feel bad poor truly deserve much much well much as do not be admit look belong vintage various feature feature psychic eat alive come",-1
"first just want say make do not know try achieve successfully create bad entire chaotic try answer remain how look create stupid previously simply embarrassing clear run really too bad",-1
"really deserve negative watch jump however jump be write lazy absurd indulgent not worthy quite possible ridiculous still Caribbean not take seriously however ridiculous bad have see bad have see be absolutely dreadful come want sell prop most seriously",-1
"buy ago watch deem just too dumb again excessive watery just plain obsolete not mention sound super low still exceed way too many know believe not final do not bother possible",-1
"happen do not develop never come be no begin middle beautiful not beautiful be not allow be not be no be be point be good good sound edit proper be not worth be really interested suggest go all fatigue",-1
"lot pretentious pretend endow beautiful mean ignorant like do not get obviously mean stick artistic guess good choose few almost self drown almost equally embarrassing wallow artistic difficult understand apparently good alienate",-1
"probably just not recommend try turn up high possible hear talk still remain sub audible be slim drown nearly ambient include unwrap puff turn up hear guarantee least change loud injure diving remote mix meet international classify give have see redeem",-1
"bring watch little do realize pay watch start come up do watch include write enact American civil return old write not dig hole properly good do good see have see white never many leave live own just watch try kill not watch",-1
"fall good funny mediocre outright horrible past obviously add stupid new replace like not have ex watch get new subsequent aforementioned never appear think kill all say concern special suck not as horrible stupid include use good real end needlessly fluffy different new interact no star all up destroy get bad",-1
"contain barely hold start annoy average almost shoot very nasally obviously pregnant be not notice triple trap paranoid obvious amateur not disarm trained experienced 1st many experience not nut not say blink away drop close not look up optic wriggle come let know as much as enjoy learn chubby frumpish very charming sexy well spend engaged give ready startle disarm kill bad end up end up be",-1
"here let keyboard tell be go be do freak be scan very careful be useful far too often do not need get broken idiotic careful remote supposed fascist make believe invisible do exist most inane completely unbelievable contrived understand be still much well show hard chronicle true nonsensical show like mindless make logical just keep march",-1
"merely try set apart show redeeming rob undeservedly wane northern sign up schlock lame encapsulate star just confirm catch fugitive use give long see suspect calculate do maybe stick remember finish basically take pick say ok mathematically here be most likely point happen use live not connect remind major use mathematical agree either less complex basic common just go be not wait stick use hit not scratch human all totally ludicrous",-1
"really really bad show just second do make worth watch angrily grab fellow play get make want hear attribute not talk see too funny rest forgettable more interesting beg understand foreign drive lot do not say much",-1
"do not understand receive high think drag second make follow unresolved not worth however do waste",-1
"capture exotic name kidnap fight provide act not talented admit be not however compare comatose see renewed cable extra not escape Amish play portable lame jump exchange provide unintentional make complete classic bad",-1
"not believe think stinking funny shift be leave little sure very pretty never go enough save still hard work obviously very talented loser not believable badly time poorly frame keep away make check work just know avoid smile be not be immune hate too laugh just stink",-1
"new big little however new absolutely ruin new Christian destroy entire always live overcome new show very bad Christian love watch see not more just cancel be not worth watch more still save bring old",-1
"like awful little think proclaim liberal ethnic thrill do not matter good not old incredibly predictable badly write stale need really look do write really old guess happen die soon leave have curious write think be actually hip funny young no bet old white write bad show show finally just take thank still lame rick pay not mention poor little suppose funny think lame funny squander show few bother watch",-1
"many do not least however matter entirely like many decent appear splice most sit wane real least fidget remote count act awful comical emote gesticulate well suit late not admittedly original cultural help think mainly misfire replicate unfortunately get completely wrong final apparently not afford actual small hard do think fool downtown proud Canadian go away soon prime quickly forget colossal",-1
"long all though do unwarranted sniff accent terrible worse old nasty envious homosexual portray discredited spout regular always just not mean like show too nice funny dumb recognize ask sing insult say sure do not really funny serious come ridiculous do not sit pontificate funny heart break up far more personable portray forget",-1
"really hope funny give clever talk hear broadcast unfortunately do not come close deliver obvious funny hear lame not give new all character dimensional act well mediocre be nice be classic always fail be think stupid believe white be white have probably offend little almost white portray bigoted ignorant not make white most good root be be not funny burst funny many regular come not",-1
"terrible all terrible just get bad never big least like get play nothing well least good little typically awful bland go watch honest old maybe just actually live maybe joke work do not know single not stand joke totally predictable less develop hopefully not much longer base entirely different lead great",-1
"be look either offend amused probably look really be not very think provoke rehash usual silly end second feel little embarrass actually sit contrived thinly veil gimmicky attract initial be just lame innocuous anti septic typically excel produce rural welcome likely follow be shallow judge be obsessed west easily amuse most minute subject really do not enjoyable satisfying stem well address cultural ethnic western ethnic never rank",-1
"excited hopefully represent Indian not funny cast probably happy bad good far as concern be get talk ready stereotype exist usually true really be not funny stereotypical fresh do not understand radical feminist terrible young modern Indian try politically correct be pretty good get well very contrived do not flow well much potential sadly think fail do not really care do however enjoy watch great Canadian again be always treat natural do too bad do not acting",-1
"little most boring see produce easy programme old most easily offend mean old joke predictable deathly not believe very hammy act do not blame kind dimensional stereotyped probably exactly ask demand very lame bad try present controversial well less controversial boring royal Canadian",-1
"just get bad poorly write just plain not funny excellent try hard offend insulting second desperate stop wave resort patronize smug silly come shake as say be not zany be not funny well no be not actually less painful generally avoid Canadian come be suppose lead showcase good Canadian amateurish",-1
"once again Canadian outdo create unwatched remember suppose induce funny white think ok maybe joke just stick not have call beat dead know up commercial little not able break fast win out interesting want follow be need strong interesting dynamic constantly draw worry be go never character too soon thankfully not remember note be not good act bland be more cast actually embody play just act as work require live breathe make inseparable portray watch American easily identifiable treat big good instead big spend portray project honest consider horrible be not much say try not bump not direct say much do punch up look not cause big look American be many star decent really know build non remember well do not try learn sure be full blow emerge good long",-1
"perfect satirical show laugh great second comedic lame admit do not much right hear start direct few English Canadian cultural far original too often use write desperate edgy topical come force base cringe induce thoroughly insulting involve especially perfect just do not get come create Canadian especially present cultural do not present heavy hand forced refresh introduce make say sufficient pull subtle depict corner aboriginal not set apart use generate more realistically live intertwine make no more significant personal say formulaic fail act weak pace see too far save talented horribly waste star Anglican decide die all stand almost feel shut failed well serve air more run",-1
"be try dark be think be think be think play wear shiny black just leave any plot decent just loud bang hot shiny black straddle big throb loud bang hot shiny black straddle big throb right flashy shallow dreary formulaic passionless tedious dull dumb humourless desultory barely competent live just like sad",-1
"never original horrid appear compare bring doubt scrappy most annoy awful create include as well bright create short mutant enable speak deserve think preferable little simply unfunny annoy nerve good many well just end create live scrappy practically hate",-1
"wow finally real low do not miss hilarious fly fly few future seek avenge remotely original interesting rival steal mainly have right yes run slow out stupid make male yes serve lead absolutely think previously unseen believe as bad possibly do not deserve take seriously make not rent save",-1
"bore watch expect be huge not just titanic add think again write leaden strange fail miserably grab almost barely go very hard press try figure coherent go top do not think outdo regular gorgeous single facial entire surly make bored pretty soon count",-1
"awful simply awful prove suppose great direct direct more interesting sound rate high be not negative more use weak have call indirect make good look more",-1
"exciting fairly original degrade meander dark see not just unfortunately power decide need fine totally lose not new add second too ridiculous amateurish new stretch too thin second dream state biologically not sleep moral never get do not screw",-1
"just plain dumb meek fatuous wooden true solve break apart turn surround bad well too dumb away poorly drawn succumb right play bad accidentally stab break shameful run tight low pull wide shoot bad however precede bad stalk pass show fair interesting light grand bad see get",-1
"how do hammer live stash corner big snazzy knock unfiltered fly specked stink lousy wipe dry red smear be write sure make bad desperate scheming blank think title sell add hot just generally screw up retard drug be",-1
"bad have see look mainly morbid love have not turn little less though want wish novel change manage redeem impossible recommend insult great 20th do not think many say necessarily particular almost like",-1
"rent be hard good purely be huge complete far bad have see horrible not stray original focus ill construct do not lead be little completely misuse completely unbelievable old partly cast film die partly not act no craft mediocre simply cover have be not much be give be not sorry wait adapt fine more fitting",-1
"most unbelievable waver uncontrollably black roman certainly think center minor underscore total film normally do not let favorite do make literally crazy",-1
"very excite favorite do not realize too late appall many crucial 4th do well school wear not portray much left replace be just begin halfway shout much have not read wish more thumb good say not read kinda alright",-1
"decide shaggy unfortunately add new spoil forever invent new new scrappy scrappy complete probably scrappy stupid brave always look ready beat up shaggy get scared try do not need little annoy bastard want more successful kill never think up scrappy just poor maybe prefer",-1
"all know great base not particularly accurate nonetheless excellent great harry lesser almost however regretfully announce not not do fail meet most basic manage defy act special ultimately respect be not try mean go open figure make up spin decent little silly come think original take however onward start envelop have get too close black shoot special monumental involve disgruntled make hideous beloved classic officially personal mutate aside slightly controversial cast favorite turn decide appropriate introduce be right moreover heavenly greatly beloved hack dement old majestic wing huge human creepy mount awkwardly bowlegged happen sport psychologically traumatize bad speak show as avoid lip result spend look see single unmove thus render special less believable have get most painful induce act personally always imagine look somewhat similar moan harry plain figure most laughable always slightly anxious humorously pessimistic quite simply not care less unpleasant know whatsoever feel sorry poor continuously intelligent think horrible memorable happy take pleasant old like look happy replace above look funny fall do decent red nickname complete good harry do not good retell yet keep sole original sole have pleasant apparently unaware destroy dark complement well show feel not see flat nose replace wondrous hold rank tear up dead note subtle torn scattered lose evil very sorry exist not believe genuinely bad be write ruin deserve adapt direct enhanced industrial score give sound edit market twentieth current unworthy show respect think bad good bad ugly get right con horrible note act special not mention have read book main main ride fly say symbolize high say symbolize do not bother properly",-1
"barely follow fascinating do not exist end up turn cheesy bad play more not believe away make cheap basic have read think agree easily never able poorly",-1
"love 5th read many ago read 3rd 5th past teach supposedly past have never able locate well excited hear bring excellent as watch high go more more despondent botched badly never let favorite understand not stick strictly do not need most not totally unnecessary keep just listen discuss well be not just nearly single feel cheat great skillfully create wonder do not do not proper outfit clever basically all wonder do nearly single change always dream wonderful make still wait broad be go write try convince",-1
"do not watch entire evident go incredibly disappointed take many believe amazing turn amazing long ago be get great be get build not change turn visual great complicate emotional make purely psychic easy explain write be as add enough remove deprive have very sweet happen little think large strangely darken come look look sky blue green play little choose make complete instead take apply overall very well forget have much creepy beautiful be walk bounce unfortunately do not watch maybe tell mess up end as well overall artistic",-1
"really do not like do not really bring bring read novel English absolutely love be afraid not say serious adapt just do not imaginative give poor do not big sorely disappoint however watch educational alright",-1
"read whole see contain feel really cram too many bad act name begin really act awful laughable far be not necessary really crush write create great terrible act bad straight act get admit cool seriously all terribly not serial possible crush sadly useful",-1
"favorite read read more dear contain very little wonderful magical spiritual love much say disappointed great never read imagine enjoy act passable special well interesting however love avoid say expect read again dispel",-1
"horrible acting horrible cheap have lot good start name have good contribute look old blond just have blank boring face work bad just feel cheap give horrible do not waste",-1
"straight do absolutely brilliant bring alike magical fantastical original beautiful yet easy understand unwaver prevalent see honestly think look cheap ridiculous mushy uneven far fetch just magical characteristic lose horrible bring sincerely hope someday intelligent worthy make attempt bring understand truly compare boring fake cheap hold make absolutely",-1
"happen really wish set like really deal cheap special more accurate be glad maybe influence interchangeable be up volcanic long ago hear European sure imagine closer real poor need",-1
"grow up pour intertwine chronicle come sit large think amazing make sadly enough fail change throw lame destroy know hard well love not stay true think not read pick up soft let run wild",-1
"awful bury terrible write less believable horrible schlock star terribly write try little fail miserably do not write give horrible end retarded write contrive weak be as just run most likely be good good hardly least no important future end different as feel cheated precious do not bother feel waste never",-1
"unexpected wonder possible reach 100th convince have few more last very be kinda proud as consider watch great watch as write want try be strong will enough lack common sure see just",-1
"bad try realistic weak act miserable wonder 1st try very hard act begin concerned include well too murder blood just imagine ago commit come calm smile not mention clean slash virtual suppose tiny fragile high strong male do ask politely bend much more go leave wonder mean just turn bad huge eager hungry lie wait virgin long fall asleep open young enter ask spot not try write low suppose",-1
"bad make complete insulting write good 8th bad act bad write bad add all result complete total manage accomplish trick unsuspecting waste green poorly write be not artistic clever smart suspenseful mysterious scary dramatic flat bore recycle manage cast few very familiar all pretty desperate hope low independent use not not least kill twice size single avoid infect",-1
"move old be have haunt boo do not mean make jump settle anyways be haunt old kill slow naturally make stretch horrid acting horrid bad ask well bad start melt thoughtful bad come pray small wonder yes know not small be pretty much damn hum small well bad be good be not see get topless get nude just topless",-1
"rotten know just bad start badly end truly bad act woeful write scary crap",-1
"see presumably gage many evoke suppose be not scare delay see again cut as far have not lousy just old almost qualify so bad be good be slow pace boring",-1
"aside classic cheesy terrible act never watch look good not imagine actually think good",-1
"dwell intriguing downright pathetic be not sure begin have get many suppose just number few acting know be not matter much hardly enjoy have never consider greatest have see act embarrassing as less say good want remind quite haunted frightening do obvious not characteristic dwell predictable painfully obvious meet main not head need more convenient haunted just happen not mention know come ask help remove evil absurd come be very difficult think write suppose point open be sure note do not say much actual stop able have mention have not mention annoy little crab warn horrible",-1
"start slash commit be very gory bloody jump present well precise ted annoy little just happen take place dead makeup hysterically bad make ok be really hopeless there be bloody end happen crab just uproarious swear pull be mutter be pointless probably just later necessary really silly see believe act ok pretty good always terrific lousy give much need not save be give just gory close aside very boring",-1
"poor amateur herald great wrong most just pick up point do not make real consider lucky do not pick up second suppose real be real come as remotely human come try show cool edgy sorry not good write good leave bad hard believe good submit loose leave",-1
"most enjoyable do not seriously bite dated lame enjoyable giant attack sing Japanese amazingly bad telegraph entire hideously awesome predictable see final leave roll do not love yes do appear naked be not quite worth put up do attack giant size large love do mention giant",-1
"giant curse Japanese terrible laughable invisible running drink much",-1
"raise just bad support sad maybe peter do not want make decide easy make bad cynically ape current edgy make maybe just do not know well be hard tell be not hard tell few intellectualize bad make pseudo few enjoy know do not favor pass",-1
"just rent watch just be here be easily see low poor main get right easily turn really provocative however do not shock disturb just bore easily shorten mainly describe contain quite tame do not know watch uncut actually many badly write here do not walk excellent do not just instead delay lengthen long probably more shocking disturbing really stupid leave maybe really least know want dirty not send imbecile do not finally leave pop most especially do not smell away see alive really amazing slender end not gorgeous hear funny recently hear go kill why do not",-1
"quite appalling try impossible top main well cast couple notable pretty good perfect equally good give much good include describe bizarrely look remarkably like clear far too big late decide bring entire presumably save little recreate bad appallingly bad hard condemn do not die survive blind brief commit change young totally love sensible barely tear less emotional brief besotted passionately love prepare up turn shallow unfaithful devoted psychologically disturb young not speak still drink occupy obvious very short fear armed utterly delightful not move forward delightfully name mundane prevent continuing lose watch nonsense create follow difficult approve grotesque presumably lose purchase",-1
"be possess somewhat dark subversive think take not give away instead opt ambiguous short include know well really avoid insipid often offensive repulsive especially all too familiar warp notorious serve label never understand sound novel have be often interesting uninhibited filmmak however sadly not instead treat public rant conclude really great star all very interesting not worth single say go rely far too heavily heighten leave strangely perturb unfulfilled simplify glaringly obvious poorly illustrate do pseudo ultimately fail convince entertain enlighten just irritate want really great short filmmak strongly recommend be be wonderful",-1
"simply not quality expect love blue very much not bad all do win make enshrine much work urinate talented tell rain just chosen subject be not go waste make emotive heavily spin",-1
"most dreadful see favor avoid incompetent shake have adopt do not count need not write wonderful left completely artificial direct most artificial pseudo prize do not know direct give cynically do not know make most just terrible say lot showcase",-1
"wish responsible least most dull have see act terrible shoddy scream seriously better maybe challenge saturate related buy remember not price well avoid",-1
"enough enough just stop make base long dead great second ridiculous nauseate depressingly awful just drive deeper basically excuse cheap set wild learn beat again mildly entertaining suppose straight just just go too far continue wonder never take do just simply forget unprecedented think make not unprepared original just make crazy avoid",-1
"dear dear dear dear dear actually somewhat good bad see whole not believe like take bad western just do think be old serious be not slow be utterly boring overact not just little stereotyped be not long enough not make want know go happen too cause have see pick second get introduce be bad wrong ok do laugh not just silly worth fling obvious be really great wholeheartedly still make happen more sadly be up overact wonderfully comment spring demonic almost cry be pretty much downhill top demonic overact tell good be very evil get bad far look forward see have bind hit compare leave",-1
"well original start quite enjoyable however proceed make start go downhill right finish mean capable why create dive consider bad consider bad up more as attempt noticed start bleed hope profusely little do really think dress stare up as be wild west make exact any well honestly never suggest buy mean cheap burn well",-1
"just few really suck be bad be amazing make bad do not waste watch",-1
"bad sure do not want complain too talky claustrophobic forced learn appreciate more spare opt excellent bitter much arty symbolic look just most glaring make real really anger few feature just display real human prove core horrible excellent struggle free waste",-1
"be not depress enough butcher graphically narrate early weird be go be say go psycho just doom take too far sort traumatic do just do not adopt live love later hate unruly explain do do be really really hard empathize sad unusual suppose funny all really",-1
"not believe manage relatively high barely watchable unbelievably bore certainly bad see long long remind star sheer watch total creative avoid be pseudo badly think make different therefore good bad make not different be just bad make",-1
"confused incoherent interminable bore make tremendous involve sincerely think make interesting do instead try explain when young happen just come order cut soon talk certainly good place pleasant little tell show kill difficult choose give disturbing say come very force coarse suffer much die sparse actually happen perform extremely gay go necessary recognize interesting admit tell young waste",-1
"be funny have see extremely creative interesting repellent self indulgent great much know sophisticated not help think lot appeal pure know negative too many too quickly too self indulgent gay bend tend really bad sloppily quite boring bitter just gross not handle well show slap gruesomely slaughter subject make more human sympathetic maybe care be honestly watch not bother more bad weigh good",-1
"dreadful good badly act olive main pity rate low",-1
"there win extreme have spend discover come loose happen video assistant laugh ask prepare however invade extremely wooden act absolutely well acting say nothing olive top grand play drunk wait forget show sadly",-1
"possible overly generous cast bate randy miss wrong crank have long suspect base confirm kind love as give endlessly emote however sit nonsensical absolutely have not see dysfunctional have see crazy crazy crazy yeah crazy utter make especially teenage as be not enough plot be thin read thorough conspire sell rundown do not claim real check jointly own sell own not legally sell pointless prefer ignore basic therefore do not work not really work possible watch absolutely desperate wood full frontal not imagine want",-1
"see have say love bate be pathetic not have tell poor not synonymous dirty ignorant randy be stereotype redeeming be not strong enough carry sodden enjoy enjoy be good be serious independent quirky simply terrible",-1
"have great silent act really good least be do really big act huge profound shatter human mostly feel gag yet not tear away have work clutter haphazard hackney pretty much stereotypical negative come up really bad dramatic enjoy huge heaping enjoy prepared however sure plod have sound different involve simply do not work deliver do great use goofy control weighted starve deserve less drive great develop simply push plausible be not drink wake up not be stay away very least mute wave character prove truly wood male be figurative literal naked do not say be not warn",-1
"not like bad acid old ask why why do bury be not worst stop intensely morbid oppressive violent fortunately be finally forget whole wretched decide market bring up ahead censure clear",-1
"probable many enjoy not read enjoy very young therefore not understand not understand more scary more violent compare original sure many not cover like bright perchance happen read enjoy calm peaceful quite old understand sure not like almost definitely enjoy call unsuspecting warn terrible come few include believe set dangerous new live",-1
"how more fake need hopefully not too many raise very self conscious garner wrong general wrong particular ignore supposedly edgy independent be suppose real left documentary be edgy be not waste be hip use swear so forth all leave very self conscious impress not impress rarefied crowd still heap bad",-1
"ok know probably resent classic most see admit really hate watched read really enjoy many whimper very down see have torn recommend honest have not bother give generally do not like stop watch really really excruciatingly sickeningly dull possibly slow have watch imagine dope up really do not do alright nicely not little bland twee rabbit not very endear quite jumpy poorly produce be not go huge basically leave generally moralistic human use anthropomorphic wish gas not be horrible sadistic uninspire annoy dull generally quite rude be terribly English constantly look watch take whole actually happen terrible praise admit show build hopefully unveil quite well mean maybe general sanctimonious preachy be try forth good musical not bad too conclude pretty poor not watch whole have probably force eat sheer grant be not bad still do not rate highly have give help",-1
"see very young be scared witless draw obviously still argue allow say never let think say know strong currently morbid be classic really great however do not think well maybe kid nowadays quaint give still hard see draw similar give little strongly suggest look read book instead watch make certain approve not find disturb as do",-1
"firstly not easily scare few absolutely horrific not appropriate open whole just shock not believe gory brutally murder be just unnecessary horrify rate recommend do not wrong probably good be not scar mentally believe allow let be say old watch be just intense complicate not forget gory young be shocked do not recommend",-1
"so be really sexist think not begin tell really change begin speak right tell not change well certainly change follow appear really social sacrificial do not make make whole sad sad think make away positive reflect continual patriarchal social",-1
"love act very good great always very trite work look low cheap ashamed do not rise always uneasy forgo love well father many see feel again act very very good worth really do not like just personal thank",-1
"hate horrid completely unsympathetic wooden good completely predictable completely uninterest never recommend",-1
"ok half really really disappoint be funny admit do not clue end really show really sad write comment minimum able really do not want include qualify be not really worth come really excite good do not happen eventually clean up actually pretty fair start watch again end pretty dumb",-1
"first all write need more be not amateur good all need spend hone do not know light be well light not look real not like professional old never hold completely amateurish real small intellectualize not believe just complete amateur have buy bad sad",-1
"love go little second however great middle fairly novel ok fourth start go downhill fast never begin give really start point lead fleet devastated do do survive come well okay destroy give up give up urban spread few thinly be not anti be anti anti forever trap go decadent capitalist invent destructive hope grand antithetical proper do not start religious bad ultimate all happen happen again relate previous not just earth as know make new consistent old definitive",-1
